split,filepath,label,shape,color_name,color_rgb,is_training_shortcut_aligned,object_size,center_x,center_y,rotation_degrees
train_shortcut,train_shortcut/square/train_shortcut_square_00809_red.png,1,square,red,"(206, 63, 32)",1,26,32.699,38.569,19.641
train_shortcut,train_shortcut/square/train_shortcut_square_00810_red.png,1,square,red,"(207, 63, 56)",1,27,25.818,23.462,10.512
train_shortcut,train_shortcut/square/train_shortcut_square_00811_red.png,1,square,red,"(229, 44, 56)",1,25,43.864,23.653,27.255
train_shortcut,train_shortcut/square/train_shortcut_square_00812_red.png,1,square,red,"(223, 31, 38)",1,28,31.081,37.622,5.266
train_shortcut,train_shortcut/square/train_shortcut_square_00813_red.png,1,square,red,"(229, 28, 52)",1,27,34.474,29.799,-14.433
train_shortcut,train_shortcut/square/train_shortcut_square_00814_red.png,1,square,red,"(202, 41, 47)",1,24,41.245,34.194,-24.465
train_shortcut,train_shortcut/square/train_shortcut_square_00815_red.png,1,square,red,"(222, 61, 56)",1,28,37.399,33.489,11.578
train_shortcut,train_shortcut/square/train_shortcut_square_00816_red.png,1,square,red,"(224, 63, 36)",1,21,23.184,22.448,19.109
train_shortcut,train_shortcut/square/train_shortcut_square_00817_red.png,1,square,red,"(203, 61, 29)",1,30,29.576,25.108,-26.087
train_shortcut,train_shortcut/square/train_shortcut_square_00818_red.png,1,square,red,"(222, 41, 40)",1,21,29.729,25.132,-13.795
train_shortcut,train_shortcut/square/train_shortcut_square_00819_red.png,1,square,red,"(215, 49, 28)",1,20,45.332,20.693,26.435
train_shortcut,train_shortcut/square/train_shortcut_square_00820_red.png,1,square,red,"(226, 28, 55)",1,29,26.755,23.886,24.793
train_shortcut,train_shortcut/square/train_shortcut_square_00821_red.png,1,square,red,"(230, 52, 39)",1,21,34.707,20.739,18.969
train_shortcut,train_shortcut/square/train_shortcut_square_00822_red.png,1,square,red,"(213, 59, 60)",1,19,22.708,46.102,-23.598
train_shortcut,train_shortcut/square/train_shortcut_square_00823_red.png,1,square,red,"(224, 47, 53)",1,21,19.724,32.207,-20.277
train_shortcut,train_shortcut/square/train_shortcut_square_00824_red.png,1,square,red,"(232, 43, 59)",1,19,16.517,28.161,31.143
train_shortcut,train_shortcut/square/train_shortcut_square_00825_red.png,1,square,red,"(228, 52, 33)",1,23,27.06,20.698,-9.773
train_shortcut,train_shortcut/square/train_shortcut_square_00826_red.png,1,square,red,"(221, 41, 32)",1,28,29.794,31.427,10.051
train_shortcut,train_shortcut/square/train_shortcut_square_00827_red.png,1,square,red,"(219, 47, 29)",1,20,22.321,17.278,24.319
train_shortcut,train_shortcut/square/train_shortcut_square_00828_red.png,1,square,red,"(235, 36, 35)",1,29,23.702,33.732,-2.113
train_shortcut,train_shortcut/square/train_shortcut_square_00829_red.png,1,square,red,"(215, 45, 50)",1,27,25.15,25.448,-5.959
train_shortcut,train_shortcut/square/train_shortcut_square_00830_red.png,1,square,red,"(235, 36, 38)",1,23,21.844,23.222,26.535
train_shortcut,train_shortcut/square/train_shortcut_square_00831_red.png,1,square,red,"(233, 40, 46)",1,24,42.634,25.895,8.772
train_shortcut,train_shortcut/square/train_shortcut_square_00832_red.png,1,square,red,"(222, 28, 28)",1,23,31.233,38.109,-33.005
train_shortcut,train_shortcut/square/train_shortcut_square_00833_red.png,1,square,red,"(211, 53, 29)",1,26,34.167,32.555,-8.607
train_shortcut,train_shortcut/square/train_shortcut_square_00834_red.png,1,square,red,"(212, 33, 27)",1,23,21.395,44.693,27.803
train_shortcut,train_shortcut/square/train_shortcut_square_00835_red.png,1,square,red,"(209, 57, 56)",1,24,32.955,22.495,24.93
train_shortcut,train_shortcut/square/train_shortcut_square_00836_red.png,1,square,red,"(202, 46, 57)",1,25,26.165,27.749,27.968
train_shortcut,train_shortcut/square/train_shortcut_square_00837_red.png,1,square,red,"(236, 50, 33)",1,25,39.946,33.71,-0.504
train_shortcut,train_shortcut/square/train_shortcut_square_00838_red.png,1,square,red,"(210, 41, 59)",1,20,21.278,36.776,21.381
train_shortcut,train_shortcut/square/train_shortcut_square_00839_red.png,1,square,red,"(208, 52, 45)",1,27,26.524,25.693,-27.634
train_shortcut,train_shortcut/square/train_shortcut_square_00840_red.png,1,square,red,"(221, 48, 56)",1,28,32.338,41.753,6.355
train_shortcut,train_shortcut/square/train_shortcut_square_00841_red.png,1,square,red,"(219, 35, 47)",1,24,22.776,38.147,-8.766
train_shortcut,train_shortcut/square/train_shortcut_square_00842_red.png,1,square,red,"(204, 51, 30)",1,30,26.915,26.287,-21.147
train_shortcut,train_shortcut/square/train_shortcut_square_00843_red.png,1,square,red,"(204, 42, 37)",1,24,33.874,31.58,-12.423
train_shortcut,train_shortcut/square/train_shortcut_square_00844_red.png,1,square,red,"(224, 39, 63)",1,24,24.586,35.154,-3.353
train_shortcut,train_shortcut/square/train_shortcut_square_00845_red.png,1,square,red,"(236, 55, 34)",1,29,36.833,39.63,-15.449
train_shortcut,train_shortcut/square/train_shortcut_square_00846_red.png,1,square,red,"(223, 38, 43)",1,23,31.671,33.271,21.489
train_shortcut,train_shortcut/square/train_shortcut_square_00847_red.png,1,square,red,"(208, 48, 60)",1,22,28.232,35.984,-30.582
train_shortcut,train_shortcut/square/train_shortcut_square_00848_blue.png,1,square,blue,"(61, 80, 208)",0,21,41.902,20.608,33.256
train_shortcut,train_shortcut/square/train_shortcut_square_00849_red.png,1,square,red,"(220, 35, 49)",1,22,33.492,44.307,-3.32
train_shortcut,train_shortcut/square/train_shortcut_square_00850_red.png,1,square,red,"(234, 38, 52)",1,26,39.48,25.881,-21.359
train_shortcut,train_shortcut/square/train_shortcut_square_00851_red.png,1,square,red,"(203, 39, 49)",1,26,24.339,39.918,7.066
train_shortcut,train_shortcut/square/train_shortcut_square_00852_red.png,1,square,red,"(235, 30, 61)",1,23,37.036,44.927,2.762
train_shortcut,train_shortcut/square/train_shortcut_square_00853_red.png,1,square,red,"(212, 50, 37)",1,19,36.317,43.486,12.628
train_shortcut,train_shortcut/square/train_shortcut_square_00854_red.png,1,square,red,"(216, 36, 61)",1,27,26.044,22.978,-5.319
train_shortcut,train_shortcut/square/train_shortcut_square_00855_red.png,1,square,red,"(227, 45, 51)",1,26,40.662,31.296,33.041
train_shortcut,train_shortcut/square/train_shortcut_square_00856_red.png,1,square,red,"(210, 46, 27)",1,19,33.784,25.971,-17.407
train_shortcut,train_shortcut/square/train_shortcut_square_00857_red.png,1,square,red,"(206, 30, 53)",1,20,41.673,39.938,-24.935
train_shortcut,train_shortcut/square/train_shortcut_square_00858_red.png,1,square,red,"(217, 52, 37)",1,28,33.828,26.971,-5.669
train_shortcut,train_shortcut/square/train_shortcut_square_00859_red.png,1,square,red,"(224, 31, 41)",1,22,29.24,38.327,-25.169
train_shortcut,train_shortcut/square/train_shortcut_square_00860_red.png,1,square,red,"(211, 40, 55)",1,20,39.818,17.323,12.057
train_shortcut,train_shortcut/square/train_shortcut_square_00861_red.png,1,square,red,"(209, 60, 46)",1,26,34.828,31.364,-27.817
train_shortcut,train_shortcut/square/train_shortcut_square_00862_red.png,1,square,red,"(230, 46, 34)",1,26,30.996,22.549,17.004
train_shortcut,train_shortcut/square/train_shortcut_square_00863_red.png,1,square,red,"(223, 44, 29)",1,24,25.642,35.299,23.658
train_shortcut,train_shortcut/square/train_shortcut_square_00864_red.png,1,square,red,"(229, 37, 58)",1,30,32.365,25.417,-14.623
train_shortcut,train_shortcut/square/train_shortcut_square_00865_red.png,1,square,red,"(225, 42, 58)",1,29,30.59,34.485,32.427
train_shortcut,train_shortcut/square/train_shortcut_square_00866_red.png,1,square,red,"(219, 44, 43)",1,28,30.393,38.726,0.548
train_shortcut,train_shortcut/square/train_shortcut_square_00867_red.png,1,square,red,"(224, 32, 27)",1,19,31.538,34.745,14.917
train_shortcut,train_shortcut/square/train_shortcut_square_00868_red.png,1,square,red,"(216, 54, 44)",1,19,42.44,31.612,34.811
train_shortcut,train_shortcut/square/train_shortcut_square_00869_red.png,1,square,red,"(238, 51, 60)",1,28,34.033,33.807,-8.219
train_shortcut,train_shortcut/square/train_shortcut_square_00870_red.png,1,square,red,"(208, 63, 33)",1,19,23.636,34.564,32.671
train_shortcut,train_shortcut/square/train_shortcut_square_00871_red.png,1,square,red,"(228, 52, 29)",1,23,30.446,30.979,10.296
train_shortcut,train_shortcut/square/train_shortcut_square_00872_red.png,1,square,red,"(235, 29, 52)",1,30,36.442,34.705,8.968
train_shortcut,train_shortcut/square/train_shortcut_square_00873_red.png,1,square,red,"(203, 40, 63)",1,20,45.378,19.964,-33.31
train_shortcut,train_shortcut/square/train_shortcut_square_00874_red.png,1,square,red,"(228, 28, 56)",1,22,37.124,27.867,-9.899
train_shortcut,train_shortcut/square/train_shortcut_square_00875_red.png,1,square,red,"(217, 44, 55)",1,30,31.331,39.856,-31.654
train_shortcut,train_shortcut/square/train_shortcut_square_00876_red.png,1,square,red,"(218, 37, 40)",1,26,33.04,28.081,18.957
train_shortcut,train_shortcut/square/train_shortcut_square_00877_red.png,1,square,red,"(227, 49, 38)",1,25,28.01,34.794,24.965
train_shortcut,train_shortcut/square/train_shortcut_square_00878_red.png,1,square,red,"(216, 47, 46)",1,19,18.894,28.994,28.992
train_shortcut,train_shortcut/square/train_shortcut_square_00879_blue.png,1,square,blue,"(58, 83, 226)",0,21,38.222,27.518,-16.472
train_shortcut,train_shortcut/square/train_shortcut_square_00880_red.png,1,square,red,"(230, 50, 37)",1,20,20.344,34.455,-12.407
train_shortcut,train_shortcut/square/train_shortcut_square_00881_blue.png,1,square,blue,"(59, 107, 220)",0,30,26.847,33.896,4.194
train_shortcut,train_shortcut/square/train_shortcut_square_00882_red.png,1,square,red,"(206, 39, 32)",1,19,45.27,37.222,14.817
train_shortcut,train_shortcut/square/train_shortcut_square_00883_red.png,1,square,red,"(218, 36, 48)",1,26,23.927,29.475,-10.234
train_shortcut,train_shortcut/square/train_shortcut_square_00884_red.png,1,square,red,"(220, 63, 32)",1,23,30.506,20.06,34.961
train_shortcut,train_shortcut/square/train_shortcut_square_00885_red.png,1,square,red,"(237, 36, 44)",1,18,43.33,48.431,-0.385
train_shortcut,train_shortcut/square/train_shortcut_square_00886_red.png,1,square,red,"(217, 41, 55)",1,28,24.908,27.936,21.807
train_shortcut,train_shortcut/square/train_shortcut_square_00887_red.png,1,square,red,"(203, 57, 55)",1,24,44.958,23.998,3.943
train_shortcut,train_shortcut/square/train_shortcut_square_00888_red.png,1,square,red,"(213, 60, 52)",1,28,40.047,29.742,5.282
train_shortcut,train_shortcut/square/train_shortcut_square_00889_red.png,1,square,red,"(218, 50, 43)",1,24,42.401,43.36,-9.084
train_shortcut,train_shortcut/square/train_shortcut_square_00890_red.png,1,square,red,"(222, 61, 49)",1,19,20.304,43.518,32.066
train_shortcut,train_shortcut/square/train_shortcut_square_00891_red.png,1,square,red,"(217, 61, 35)",1,19,41.095,32.239,33.671
train_shortcut,train_shortcut/square/train_shortcut_square_00892_red.png,1,square,red,"(232, 61, 47)",1,19,35.331,39.043,21.508
train_shortcut,train_shortcut/square/train_shortcut_square_00893_red.png,1,square,red,"(237, 41, 56)",1,22,19.49,35.327,5.198
train_shortcut,train_shortcut/square/train_shortcut_square_00894_red.png,1,square,red,"(233, 54, 31)",1,20,30.454,36.508,-33.452
train_shortcut,train_shortcut/square/train_shortcut_square_00895_red.png,1,square,red,"(224, 57, 36)",1,19,18.093,39.004,12.74
train_shortcut,train_shortcut/square/train_shortcut_square_00896_red.png,1,square,red,"(238, 43, 28)",1,29,30.755,36.759,6.842
train_shortcut,train_shortcut/square/train_shortcut_square_00897_red.png,1,square,red,"(210, 52, 40)",1,28,32.768,35.493,-3.352
train_shortcut,train_shortcut/square/train_shortcut_square_00898_blue.png,1,square,blue,"(48, 86, 238)",0,30,39.14,26.308,26.318
train_shortcut,train_shortcut/square/train_shortcut_square_00899_red.png,1,square,red,"(236, 47, 27)",1,27,37.089,33.749,-31.292
train_shortcut,train_shortcut/square/train_shortcut_square_00900_red.png,1,square,red,"(206, 31, 60)",1,24,38.046,25.469,16.127
train_shortcut,train_shortcut/square/train_shortcut_square_00901_red.png,1,square,red,"(213, 38, 28)",1,28,36.573,28.636,30.018
train_shortcut,train_shortcut/square/train_shortcut_square_00902_red.png,1,square,red,"(208, 52, 63)",1,29,29.974,30.336,31.432
train_shortcut,train_shortcut/square/train_shortcut_square_00903_red.png,1,square,red,"(232, 35, 48)",1,20,27.655,38.218,-28.29
train_shortcut,train_shortcut/square/train_shortcut_square_00904_red.png,1,square,red,"(218, 58, 32)",1,20,23.018,27.536,-16.765
train_shortcut,train_shortcut/square/train_shortcut_square_00905_red.png,1,square,red,"(207, 48, 55)",1,30,28.124,38.069,-28.418
train_shortcut,train_shortcut/square/train_shortcut_square_00906_red.png,1,square,red,"(205, 62, 30)",1,28,25.37,41.272,-8.88
train_shortcut,train_shortcut/square/train_shortcut_square_00907_red.png,1,square,red,"(235, 27, 27)",1,23,19.719,42.534,-8.067
train_shortcut,train_shortcut/square/train_shortcut_square_00908_red.png,1,square,red,"(238, 50, 31)",1,20,35.626,22.454,-21.806
train_shortcut,train_shortcut/square/train_shortcut_square_00909_red.png,1,square,red,"(215, 49, 33)",1,28,33.994,33.48,28.883
train_shortcut,train_shortcut/square/train_shortcut_square_00910_red.png,1,square,red,"(230, 38, 59)",1,20,30.353,35.662,22.005
train_shortcut,train_shortcut/square/train_shortcut_square_00911_red.png,1,square,red,"(236, 34, 46)",1,22,37.125,34.523,-27.456
train_shortcut,train_shortcut/square/train_shortcut_square_00912_blue.png,1,square,blue,"(37, 78, 233)",0,21,46.92,44.6,7.245
train_shortcut,train_shortcut/square/train_shortcut_square_00913_red.png,1,square,red,"(231, 62, 51)",1,30,25.862,32.871,-3.645
train_shortcut,train_shortcut/square/train_shortcut_square_00914_red.png,1,square,red,"(223, 42, 50)",1,20,41.528,22.65,-18.238
train_shortcut,train_shortcut/square/train_shortcut_square_00915_red.png,1,square,red,"(227, 29, 49)",1,18,46.318,42.571,29.163
train_shortcut,train_shortcut/square/train_shortcut_square_00916_red.png,1,square,red,"(208, 60, 32)",1,28,40.237,33.26,10.836
train_shortcut,train_shortcut/square/train_shortcut_square_00917_red.png,1,square,red,"(236, 60, 52)",1,30,27.215,29.125,3.247
train_shortcut,train_shortcut/square/train_shortcut_square_00918_red.png,1,square,red,"(230, 39, 45)",1,28,30.703,23.648,-5.158
train_shortcut,train_shortcut/square/train_shortcut_square_00919_red.png,1,square,red,"(203, 58, 33)",1,23,34.851,26.953,4.288
train_shortcut,train_shortcut/square/train_shortcut_square_00920_red.png,1,square,red,"(220, 30, 60)",1,18,18.032,45.331,-21.834
train_shortcut,train_shortcut/square/train_shortcut_square_00921_red.png,1,square,red,"(238, 61, 38)",1,28,22.959,22.559,-13.044
train_shortcut,train_shortcut/square/train_shortcut_square_00922_red.png,1,square,red,"(221, 51, 39)",1,23,20.363,40.46,32.493
train_shortcut,train_shortcut/square/train_shortcut_square_00923_red.png,1,square,red,"(229, 59, 60)",1,20,37.434,18.342,0.612
train_shortcut,train_shortcut/square/train_shortcut_square_00924_red.png,1,square,red,"(215, 33, 56)",1,20,38.372,19.189,27.465
train_shortcut,train_shortcut/square/train_shortcut_square_00925_blue.png,1,square,blue,"(40, 103, 215)",0,27,22.312,40.442,9.829
train_shortcut,train_shortcut/square/train_shortcut_square_00926_red.png,1,square,red,"(215, 34, 45)",1,18,37.426,46.118,28.308
train_shortcut,train_shortcut/square/train_shortcut_square_00927_red.png,1,square,red,"(223, 38, 51)",1,21,42.134,18.343,-8.975
train_shortcut,train_shortcut/square/train_shortcut_square_00928_red.png,1,square,red,"(211, 42, 43)",1,24,37.464,42.454,12.628
train_shortcut,train_shortcut/square/train_shortcut_square_00929_red.png,1,square,red,"(221, 40, 44)",1,24,29.813,29.755,13.32
train_shortcut,train_shortcut/square/train_shortcut_square_00930_red.png,1,square,red,"(219, 39, 58)",1,22,35.543,29.073,7.009
train_shortcut,train_shortcut/square/train_shortcut_square_00931_red.png,1,square,red,"(230, 35, 41)",1,19,19.689,44.871,9.632
train_shortcut,train_shortcut/square/train_shortcut_square_00932_red.png,1,square,red,"(233, 31, 38)",1,26,41.757,26.643,-12.084
train_shortcut,train_shortcut/square/train_shortcut_square_00933_red.png,1,square,red,"(227, 45, 61)",1,22,33.963,21.038,-15.071
train_shortcut,train_shortcut/square/train_shortcut_square_00934_red.png,1,square,red,"(209, 52, 39)",1,19,31.935,20.068,3.832
train_shortcut,train_shortcut/square/train_shortcut_square_00935_red.png,1,square,red,"(204, 57, 57)",1,19,17.217,28.418,-27.202
train_shortcut,train_shortcut/square/train_shortcut_square_00936_red.png,1,square,red,"(207, 31, 42)",1,24,30.391,22.712,8.072
train_shortcut,train_shortcut/square/train_shortcut_square_00937_red.png,1,square,red,"(204, 59, 39)",1,30,29.087,33.101,-20.27
train_shortcut,train_shortcut/square/train_shortcut_square_00938_red.png,1,square,red,"(211, 48, 43)",1,20,23.019,36.324,-10.492
train_shortcut,train_shortcut/square/train_shortcut_square_00939_red.png,1,square,red,"(227, 51, 36)",1,22,24.307,35.562,0.392
train_shortcut,train_shortcut/square/train_shortcut_square_00940_red.png,1,square,red,"(223, 55, 28)",1,25,25.899,32.685,-30.143
train_shortcut,train_shortcut/square/train_shortcut_square_00941_red.png,1,square,red,"(237, 37, 36)",1,26,22.248,36.065,32.492
train_shortcut,train_shortcut/square/train_shortcut_square_00942_red.png,1,square,red,"(228, 60, 61)",1,18,20.777,46.715,8.301
train_shortcut,train_shortcut/square/train_shortcut_square_00943_red.png,1,square,red,"(225, 29, 36)",1,19,16.189,16.109,12.902
train_shortcut,train_shortcut/square/train_shortcut_square_00944_red.png,1,square,red,"(205, 51, 63)",1,19,40.39,17.126,24.99
train_shortcut,train_shortcut/square/train_shortcut_square_00945_red.png,1,square,red,"(236, 31, 28)",1,28,31.529,33.43,22.68
train_shortcut,train_shortcut/square/train_shortcut_square_00946_red.png,1,square,red,"(226, 45, 51)",1,25,25.704,31.773,28.717
train_shortcut,train_shortcut/square/train_shortcut_square_00947_red.png,1,square,red,"(218, 49, 56)",1,25,23.675,32.875,29.36
train_shortcut,train_shortcut/square/train_shortcut_square_00948_red.png,1,square,red,"(225, 41, 36)",1,22,22.882,45.086,9.597
train_shortcut,train_shortcut/square/train_shortcut_square_00949_blue.png,1,square,blue,"(43, 82, 225)",0,29,37.498,25.592,-33.534
train_shortcut,train_shortcut/square/train_shortcut_square_00950_red.png,1,square,red,"(231, 53, 61)",1,21,20.751,35.795,34.124
train_shortcut,train_shortcut/square/train_shortcut_square_00951_red.png,1,square,red,"(215, 52, 53)",1,24,30.76,43.762,-2.759
train_shortcut,train_shortcut/square/train_shortcut_square_00952_red.png,1,square,red,"(231, 50, 48)",1,23,22.461,32.778,11.576
train_shortcut,train_shortcut/square/train_shortcut_square_00953_red.png,1,square,red,"(217, 40, 39)",1,27,39.472,35.187,-21.378
train_shortcut,train_shortcut/square/train_shortcut_square_00954_red.png,1,square,red,"(225, 56, 62)",1,30,29.997,28.91,20.445
train_shortcut,train_shortcut/square/train_shortcut_square_00955_red.png,1,square,red,"(227, 36, 57)",1,19,30.474,44.95,2.998
train_shortcut,train_shortcut/square/train_shortcut_square_00956_red.png,1,square,red,"(228, 30, 39)",1,21,43.698,36.79,-11.362
train_shortcut,train_shortcut/square/train_shortcut_square_00957_red.png,1,square,red,"(235, 54, 38)",1,25,24.955,33.617,-33.332
train_shortcut,train_shortcut/square/train_shortcut_square_00958_red.png,1,square,red,"(213, 44, 63)",1,30,30.43,36.51,-24.09
train_shortcut,train_shortcut/square/train_shortcut_square_00959_red.png,1,square,red,"(214, 36, 53)",1,23,41.569,22.394,-2.199
train_shortcut,train_shortcut/square/train_shortcut_square_00960_red.png,1,square,red,"(233, 47, 60)",1,29,23.635,24.747,8.966
train_shortcut,train_shortcut/square/train_shortcut_square_00961_red.png,1,square,red,"(206, 32, 28)",1,18,44.562,26.271,29.412
train_shortcut,train_shortcut/square/train_shortcut_square_00962_red.png,1,square,red,"(207, 47, 49)",1,21,45.739,26.227,17.051
train_shortcut,train_shortcut/square/train_shortcut_square_00963_red.png,1,square,red,"(206, 50, 47)",1,27,30.932,28.772,28.316
train_shortcut,train_shortcut/square/train_shortcut_square_00964_red.png,1,square,red,"(213, 45, 46)",1,19,21.114,44.178,21.164
train_shortcut,train_shortcut/square/train_shortcut_square_00965_red.png,1,square,red,"(212, 53, 34)",1,26,30.013,33.357,28.716
train_shortcut,train_shortcut/square/train_shortcut_square_00966_red.png,1,square,red,"(232, 44, 42)",1,19,20.693,30.237,11.471
train_shortcut,train_shortcut/square/train_shortcut_square_00967_red.png,1,square,red,"(204, 35, 51)",1,25,24.091,20.479,-8.444
train_shortcut,train_shortcut/square/train_shortcut_square_00968_red.png,1,square,red,"(225, 55, 63)",1,20,17.596,31.753,-3.687
train_shortcut,train_shortcut/square/train_shortcut_square_00969_red.png,1,square,red,"(238, 49, 48)",1,19,18.204,20.318,27.054
train_shortcut,train_shortcut/square/train_shortcut_square_00970_red.png,1,square,red,"(221, 52, 36)",1,19,41.311,37.405,34.503
train_shortcut,train_shortcut/square/train_shortcut_square_00971_red.png,1,square,red,"(222, 45, 32)",1,23,39.782,19.415,7.197
train_shortcut,train_shortcut/square/train_shortcut_square_00972_blue.png,1,square,blue,"(53, 82, 225)",0,22,25.847,32.572,-21.558
train_shortcut,train_shortcut/square/train_shortcut_square_00973_red.png,1,square,red,"(203, 58, 47)",1,20,24.164,26.199,-31.359
train_shortcut,train_shortcut/square/train_shortcut_square_00974_red.png,1,square,red,"(230, 54, 48)",1,18,48.833,37.328,-15.901
train_shortcut,train_shortcut/square/train_shortcut_square_00975_red.png,1,square,red,"(207, 48, 62)",1,18,48.26,36.222,-25.855
train_shortcut,train_shortcut/square/train_shortcut_square_00976_red.png,1,square,red,"(238, 28, 46)",1,24,31.223,29.098,-21.025
train_shortcut,train_shortcut/square/train_shortcut_square_00977_red.png,1,square,red,"(219, 51, 48)",1,23,41.194,39.387,21.22
train_shortcut,train_shortcut/square/train_shortcut_square_00978_red.png,1,square,red,"(228, 48, 35)",1,23,33.362,31.71,15.338
train_shortcut,train_shortcut/square/train_shortcut_square_00979_red.png,1,square,red,"(219, 32, 55)",1,28,35.324,28.372,-29.064
train_shortcut,train_shortcut/square/train_shortcut_square_00980_red.png,1,square,red,"(234, 34, 28)",1,30,36.193,27.887,-26.003
train_shortcut,train_shortcut/square/train_shortcut_square_00981_red.png,1,square,red,"(213, 50, 31)",1,20,24.108,19.622,5.034
train_shortcut,train_shortcut/square/train_shortcut_square_00982_red.png,1,square,red,"(206, 27, 27)",1,29,38.663,34.114,21.489
train_shortcut,train_shortcut/square/train_shortcut_square_00983_red.png,1,square,red,"(211, 56, 48)",1,30,33.801,24.899,11.546
train_shortcut,train_shortcut/square/train_shortcut_square_00984_red.png,1,square,red,"(210, 39, 32)",1,20,45.542,17.115,-28.581
train_shortcut,train_shortcut/square/train_shortcut_square_00985_red.png,1,square,red,"(216, 40, 30)",1,29,28.767,32.528,-29.441
train_shortcut,train_shortcut/square/train_shortcut_square_00986_blue.png,1,square,blue,"(57, 84, 233)",0,27,31.384,36.631,14.439
train_shortcut,train_shortcut/square/train_shortcut_square_00987_red.png,1,square,red,"(205, 55, 38)",1,26,24.869,25.35,-34.558
train_shortcut,train_shortcut/square/train_shortcut_square_00988_blue.png,1,square,blue,"(36, 106, 238)",0,21,38.086,19.273,13.998
train_shortcut,train_shortcut/square/train_shortcut_square_00989_red.png,1,square,red,"(213, 47, 41)",1,20,42.081,25.902,-7.373
train_shortcut,train_shortcut/square/train_shortcut_square_00990_red.png,1,square,red,"(228, 59, 45)",1,21,41.734,39.063,-5.143
train_shortcut,train_shortcut/square/train_shortcut_square_00991_red.png,1,square,red,"(235, 27, 43)",1,22,19.81,19.758,17.801
train_shortcut,train_shortcut/square/train_shortcut_square_00992_blue.png,1,square,blue,"(49, 75, 229)",0,19,44.756,30.27,12.182
train_shortcut,train_shortcut/square/train_shortcut_square_00993_red.png,1,square,red,"(207, 47, 50)",1,29,35.208,24.186,12.676
train_shortcut,train_shortcut/square/train_shortcut_square_00994_red.png,1,square,red,"(218, 47, 55)",1,23,31.492,31.992,16.953
train_shortcut,train_shortcut/square/train_shortcut_square_00995_red.png,1,square,red,"(233, 47, 61)",1,29,33.57,23.769,-21.68
train_shortcut,train_shortcut/square/train_shortcut_square_00996_red.png,1,square,red,"(224, 53, 56)",1,25,39.11,42.685,-12.294
train_shortcut,train_shortcut/square/train_shortcut_square_00997_red.png,1,square,red,"(227, 56, 56)",1,25,37.709,29.254,-24.312
train_shortcut,train_shortcut/square/train_shortcut_square_00998_red.png,1,square,red,"(203, 35, 47)",1,24,35.437,29.385,34.283
train_shortcut,train_shortcut/square/train_shortcut_square_00999_red.png,1,square,red,"(202, 54, 38)",1,20,22.517,19.845,6.506
test_iid,test_iid/circle/test_iid_circle_00000_blue.png,0,circle,blue,"(37, 79, 218)",1,21,22.092,37.501,0.0
test_iid,test_iid/circle/test_iid_circle_00001_blue.png,0,circle,blue,"(62, 73, 205)",1,28,42.973,23.217,0.0
test_iid,test_iid/circle/test_iid_circle_00002_blue.png,0,circle,blue,"(29, 74, 216)",1,30,23.98,21.579,0.0
test_iid,test_iid/circle/test_iid_circle_00003_blue.png,0,circle,blue,"(35, 104, 222)",1,23,27.951,36.836,0.0
test_iid,test_iid/circle/test_iid_circle_00004_blue.png,0,circle,blue,"(52, 73, 234)",1,30,25.689,17.705,0.0
test_iid,test_iid/circle/test_iid_circle_00005_blue.png,0,circle,blue,"(53, 107, 206)",1,18,19.405,12.512,0.0
test_iid,test_iid/circle/test_iid_circle_00006_blue.png,0,circle,blue,"(41, 103, 202)",1,23,39.266,34.937,0.0
test_iid,test_iid/circle/test_iid_circle_00007_blue.png,0,circle,blue,"(50, 104, 212)",1,24,21.66,33.304,0.0
test_iid,test_iid/circle/test_iid_circle_00008_blue.png,0,circle,blue,"(45, 89, 237)",1,23,32.392,19.755,0.0
test_iid,test_iid/circle/test_iid_circle_00009_blue.png,0,circle,blue,"(39, 88, 223)",1,21,25.428,22.893,0.0
test_iid,test_iid/circle/test_iid_circle_00010_blue.png,0,circle,blue,"(34, 90, 230)",1,18,29.713,51.645,0.0
test_iid,test_iid/circle/test_iid_circle_00011_blue.png,0,circle,blue,"(59, 97, 215)",1,20,16.508,27.498,0.0
test_iid,test_iid/circle/test_iid_circle_00012_blue.png,0,circle,blue,"(33, 85, 214)",1,30,34.106,39.418,0.0
test_iid,test_iid/circle/test_iid_circle_00013_blue.png,0,circle,blue,"(40, 91, 225)",1,25,16.848,36.288,0.0
test_iid,test_iid/circle/test_iid_circle_00014_blue.png,0,circle,blue,"(63, 88, 215)",1,26,15.81,15.42,0.0
test_iid,test_iid/circle/test_iid_circle_00015_blue.png,0,circle,blue,"(38, 93, 215)",1,25,47.191,28.211,0.0
test_iid,test_iid/circle/test_iid_circle_00016_blue.png,0,circle,blue,"(47, 101, 227)",1,27,40.123,45.466,0.0
test_iid,test_iid/circle/test_iid_circle_00017_blue.png,0,circle,blue,"(57, 107, 220)",1,30,46.603,42.721,0.0
test_iid,test_iid/circle/test_iid_circle_00018_blue.png,0,circle,blue,"(42, 76, 208)",1,18,46.813,37.01,0.0
test_iid,test_iid/circle/test_iid_circle_00019_blue.png,0,circle,blue,"(27, 89, 202)",1,22,29.912,40.692,0.0
test_iid,test_iid/circle/test_iid_circle_00020_blue.png,0,circle,blue,"(37, 78, 205)",1,23,21.751,20.868,0.0
test_iid,test_iid/circle/test_iid_circle_00021_blue.png,0,circle,blue,"(54, 95, 206)",1,22,28.865,13.851,0.0
